NominalCode,Date,Narrative,Amount
612100 - Teachers Wages and salaries,05/25/2024, Teachers Wages,172678.95
612100 - Teachers Wages and salaries,06/25/2024, Teachers Wages,177877.55
612100 - Teachers Wages and salaries,07/25/2024, Teachers Wages,179248.01
612100 - Teachers Wages and salaries,08/25/2024, Teachers Wages,176478.33
612300 - Teaching staff - Pension,09/25/2023,Teaching staff - Pension,31947.44
612300 - Teaching staff - Pension,10/25/2023,Teaching staff - Pension,29265.07
612300 - Teaching staff - Pension,11/25/2023,Teaching staff - Pension,34113.97
612300 - Teaching staff - Pension,12/25/2023,Teaching staff - Pension,34913.78
612300 - Teaching staff - Pension,01/25/2024,Teaching staff - Pension,31285.37
612300 - Teaching staff - Pension,02/25/2024,Teaching staff - Pension,32333.26
612300 - Teaching staff - Pension,03/25/2024,Teaching staff - Pension,30802.23
612300 - Teaching staff - Pension,04/25/2024,Teaching staff - Pension,29745.8
612300 - Teaching staff - Pension,05/25/2024,Teaching staff - Pension,30244.15
612300 - Teaching staff - Pension,06/25/2024,Teaching staff - Pension,31393.78
612300 - Teaching staff - Pension,07/25/2024,Teaching staff - Pension,30658.47
612300 - Teaching staff - Pension,08/25/2024,Teaching staff - Pension,30419.22
735300 - Operating Leases: Telephony,10/01/2023,Operating Leases: Telephony,624
735300 - Operating Leases: Telephony,01/01/2024,Operating Leases: Telephony,624
735300 - Operating Leases: Telephony,04/01/2024,Operating Leases: Telephony,624
735300 - Operating Leases: Telephony,07/01/2024,Operating Leases: Telephony,624
820150 - Educational software & licences,01/01/2024,Testbase annual subscription,550
820150 - Educational software & licences,10/01/2023,TimesTable  Subscriptions,450
840100 - Vehicle cost,09/08/2023,Vehicle cost,240
840100 - Vehicle cost,10/21/2023,Vehicle cost,100
840100 - Vehicle cost,11/15/2023,Vehicle cost,978
840100 - Vehicle cost,01/23/2024,Vehicle cost,100
840100 - Vehicle cost,02/02/2024,Vehicle cost,100
840100 - Vehicle cost,05/22/2024,Vehicle cost,652
840100 - Vehicle cost,06/08/2024,Vehicle cost,1600
840100 - Vehicle cost,07/03/2024,Vehicle cost,72
525400 - Educational trips & visits,01/12/2014,Zoo Trip,-2400
525400 - Educational trips & visits,01/14/2014,Zoo Trip,-600
525400 - Educational trips & visits,01/17/2014,Zoo Trip,-300
525400 - Educational trips & visits,01/21/2014,Zoo Trip,-120
525400 - Educational trips & visits,01/26/2014,Zoo Trip,-620
525400 - Educational trips & visits,02/07/2024,Tower of London,-1440
525400 - Educational trips & visits,02/10/2024,Tower of London,-450
525400 - Educational trips & visits,02/14/2024,Tower of London,-120
525400 - Educational trips & visits,03/01/2024,Climbing activity,-1944
525400 - Educational trips & visits,03/05/2024,Climbing activity,-648
525400 - Educational trips & visits,03/07/2024,Climbing activity,-162
525400 - Educational trips & visits,05/03/2024,Southend,-2304
525400 - Educational trips & visits,05/05/2024,Southend,-1152
525400 - Educational trips & visits,05/15/2024,Southend,-576
525400 - Educational trips & visits,05/16/2024,Southend,-512
830150 - School trips; accommodation and entrance costs,02/12/2024,School Trips - Travel cost,1225
830100 - School Trips - Travel cost,02/14/2024,School Trips - Travel cost,3000
830150 - School trips; accommodation and entrance costs,03/01/2024,School Trips - Travel cost,2040
830100 - School Trips - Travel cost,05/02/2024,School Trips - Travel cost,3600
830150 - School trips; accommodation and entrance costs,04/05/2024,School Trips - Travel cost,1040
830100 - School Trips - Travel cost,04/07/2024,School Trips - Travel cost,1700
830150 - School trips; accommodation and entrance costs,05/01/2024,School Trips - Travel cost,1008
835120 - TV licences,09/01/2023,TV Licence,149
510250 - Universal Inf Free School Meals,03/04/2024,ESFA UIFSM,-41780
510250 - Universal Inf Free School Meals,09/01/2023,ESFA UIFSM,-41780
760150 - Water and Sewerage,09/30/2023,Y/E 21-22 Expenditure accruals reverse- Water waste usage credit Aug22,782
760150 - Water and Sewerage,10/31/2023,Aug 2022 Water PC / CASTLE01,598
760150 - Water and Sewerage,11/30/2023,Sep 2022 - Water PI / CASTLE01,988
760150 - Water and Sewerage,12/31/2023,Oct 2022 water PI / CASTLE01,798
760150 - Water and Sewerage,01/31/2024,Nov 2022 Water PI / CASTLE01,992
760150 - Water and Sewerage,02/29/2024,Dec 2022 Water PI / CASTLE01,914
760150 - Water and Sewerage,03/31/2024,Jan 2023 Water PI / CASTLE01,590
760150 - Water and Sewerage,04/30/2024,PC / CASTLE01 / Reversal of URN 19995,976
760150 - Water and Sewerage,05/31/2024,Feb 2023 Water PI / CASTLE01 / Reversed by URN 20173,894
760150 - Water and Sewerage,06/30/2024,Feb 2023 Water PI / CASTLE01,558
760150 - Water and Sewerage,07/31/2024,Mar 2023 Water PI / CASTLE01,924
760150 - Water and Sewerage,08/31/2024,Apr 2023 Water PI / CASTLE01,688
760700 - Other Occupancy costs,02/21/2024,LPHW system analysis ,310
760700 - Other Occupancy costs,05/30/2024,LPHW system analysis,310
730300 - Window Cleaning,04/05/2024,Window Cleaning,900
730300 - Window Cleaning,08/25/2024,Window Cleaning,2400
810200 - Curriculum Materials,09/16/2023,Year 1 - Curriculum Materials,117.99
810200 - Curriculum Materials,09/17/2023,Year 1 - Curriculum Materials,267.3
810200 - Curriculum Materials,10/04/2023,Year 1 - Curriculum Materials,29.19
810200 - Curriculum Materials,10/13/2023,Year 1 - Curriculum Materials,22.76
810200 - Curriculum Materials,11/11/2023,Year 1 - Curriculum Materials,9.57
810200 - Curriculum Materials,11/11/2023,Year 1 - Curriculum Materials,13.07
810200 - Curriculum Materials,12/11/2023,Year 1 - Curriculum Materials,8.08
810200 - Curriculum Materials,12/11/2023,Year 1 - Curriculum Materials,9.86
810200 - Curriculum Materials,01/31/2024,Year 1 - Curriculum Materials,5.21
810200 - Curriculum Materials,05/10/2024,Year 1 - Curriculum Materials,19.76
810200 - Curriculum Materials,05/10/2024,Year 1 - Curriculum Materials,19.76
810200 - Curriculum Materials,06/14/2024,Year 1 - Curriculum Materials,29.69
810200 - Curriculum Materials,09/08/2023,Year 1 - Curriculum Materials,5.49
810200 - Curriculum Materials,09/17/2023,Year 1 - Curriculum Materials,267.3
810200 - Curriculum Materials,09/28/2023,Year 2 - Curriculum Materials,13.19
810200 - Curriculum Materials,09/29/2023,Year 2 - Curriculum Materials,32.97
810200 - Curriculum Materials,11/24/2023,Year 2 - Curriculum Materials,2.74
810200 - Curriculum Materials,11/24/2023,Year 2 - Curriculum Materials,3.08
810200 - Curriculum Materials,11/30/2023,Year 2 - Curriculum Materials,16.47
810200 - Curriculum Materials,12/01/2023,Year 2 - Curriculum Materials,6.93
810200 - Curriculum Materials,06/11/2024,Year 2 - Curriculum Materials,7.97
810200 - Curriculum Materials,06/12/2024,Year 2 - Curriculum Materials,5.93
810200 - Curriculum Materials,10/31/2023,Year 2 - Curriculum Materials,14.7
810200 - Curriculum Materials,11/30/2023,Year 2 - Curriculum Materials,16.47
810200 - Curriculum Materials,12/01/2023,Year 2 - Curriculum Materials,6.93
810200 - Curriculum Materials,06/11/2024,Year 2 - Curriculum Materials,23.9
810200 - Curriculum Materials,06/12/2024,Year 2 - Curriculum Materials,5.93
810200 - Curriculum Materials,09/29/2023,Year 3 - Curriculum Materials,25.17
810200 - Curriculum Materials,11/11/2023,Year 3 - Curriculum Materials,28.78
810200 - Curriculum Materials,03/30/2024,Year 3 - Curriculum Materials,47.85
810200 - Curriculum Materials,03/30/2024,Year 3 - Curriculum Materials,47.85
810200 - Curriculum Materials,07/11/2024,Year 3 - Curriculum Materials,27.82
810200 - Curriculum Materials,07/12/2024,Year 3 - Curriculum Materials,68.2
810200 - Curriculum Materials,10/09/2023,Year 4 - Curriculum Materials,247.5
810200 - Curriculum Materials,11/01/2023,Year 4 - Curriculum Materials,26.45
810200 - Curriculum Materials,03/21/2024,Year 4 - Curriculum Materials,19.36
810200 - Curriculum Materials,10/09/2023,Year 4 - Curriculum Materials,247.5
